job_id,job_title,semantic_skills,semantic_skill_count
JOB00159,Financial Analyst,[],0
JOB00160,HR Analyst,[],0
JOB00161,Business Analyst,[],0
JOB00162,Full Stack Developer,[],0
JOB00163,Data Scientist,[],0
JOB00164,Full Stack Developer,[],0
JOB00165,Data Analyst,[],0
JOB00166,Cloud Engineer,[],0
JOB00167,Financial Analyst,[],0
JOB00168,Full Stack Developer,[],0
JOB00169,Business Analyst,[],0
JOB00170,Data Scientist,[],0
JOB00171,Full Stack Developer,[],0
JOB00172,Machine Learning Engineer,[],0
JOB00173,Web Developer,[],0
JOB00174,Database Administrator,[],0
JOB00175,Data Scientist,[],0
JOB00176,Software Engineer,[],0
JOB00177,Data Engineer,[],0
JOB00178,BI Analyst,[],0
JOB00179,Web Developer,[],0
JOB00180,Data Engineer,[],0
JOB00181,Data Analyst,[],0
JOB00182,Software Engineer,[],0
JOB00183,Data Scientist,[],0
JOB00184,BI Analyst,[],0
JOB00185,Python Developer,[],0
JOB00186,Financial Analyst,[],0
JOB00187,BI Analyst,[],0
JOB00188,Business Analyst,[],0
JOB00189,SQL Developer,[],0
JOB00190,Financial Analyst,[],0
JOB00191,Data Scientist,[],0
JOB00192,Database Administrator,[],0
JOB00193,Power BI Developer,[],0
JOB00194,Data Scientist,[],0
JOB00195,Marketing Analyst,[],0
JOB00196,Python Developer,[],0
JOB00197,Software Engineer,[],0
JOB00198,Data Scientist,[],0
JOB00199,Database Administrator,[],0
JOB00200,Cloud Engineer,[],0
JOB00201,HR Analyst,['HR Analytics'],1
JOB00202,Full Stack Developer,[],0
JOB00203,Database Administrator,[],0
JOB00204,Database Administrator,[],0
JOB00205,HR Analyst,[],0
JOB00206,Power BI Developer,[],0
JOB00207,Data Scientist,[],0
JOB00208,Full Stack Developer,[],0
JOB00209,Power BI Developer,[],0
JOB00210,Software Engineer,[],0
JOB00211,DevOps Engineer,[],0
JOB00212,Software Engineer,[],0
JOB00213,Full Stack Developer,[],0
JOB00214,HR Analyst,[],0
JOB00215,HR Analyst,[],0
JOB00216,QA Engineer,[],0
JOB00217,Full Stack Developer,[],0
JOB00218,Marketing Analyst,[],0
JOB00219,Data Engineer,[],0
JOB00220,Business Analyst,[],0
JOB00221,Web Developer,[],0
JOB00222,Business Analyst,[],0
JOB00223,HR Analyst,[],0
JOB00224,Product Analyst,[],0
JOB00225,Machine Learning Engineer,[],0
JOB00226,Financial Analyst,[],0
JOB00227,DevOps Engineer,[],0
JOB00228,Python Developer,[],0
JOB00229,Business Analyst,[],0
JOB00230,BI Analyst,[],0
JOB00231,BI Analyst,[],0
JOB00232,Python Developer,[],0
JOB00233,SQL Developer,[],0
JOB00234,Cloud Engineer,[],0
JOB00235,Cloud Engineer,[],0
JOB00236,Power BI Developer,[],0
JOB00237,Data Scientist,[],0
JOB00238,Database Administrator,[],0
JOB00239,Full Stack Developer,[],0
JOB00240,Full Stack Developer,[],0
JOB00241,Data Analyst,[],0
JOB00242,Data Scientist,[],0
JOB00243,Full Stack Developer,[],0
JOB00244,QA Engineer,[],0
JOB00245,Web Developer,[],0
JOB00246,Cloud Engineer,[],0
JOB00247,SQL Developer,[],0
JOB00248,Data Scientist,[],0
JOB00249,DevOps Engineer,[],0
JOB00250,Software Engineer,[],0
JOB00251,HR Analyst,['HR Analytics'],1
JOB00252,Financial Analyst,[],0
JOB00253,Data Scientist,[],0
JOB00254,Software Engineer,[],0
JOB00255,Python Developer,[],0
JOB00256,SQL Developer,[],0
JOB00257,Marketing Analyst,[],0
JOB00258,QA Engineer,[],0
JOB00259,SQL Developer,[],0
JOB00260,DevOps Engineer,[],0
JOB00261,Python Developer,[],0
JOB00262,Database Administrator,[],0
JOB00263,Database Administrator,[],0
JOB00264,Machine Learning Engineer,[],0
JOB00265,Database Administrator,[],0
JOB00266,Financial Analyst,[],0
JOB00267,Web Developer,[],0
JOB00268,Full Stack Developer,[],0
JOB00269,Cloud Engineer,[],0
JOB00270,QA Engineer,[],0
JOB00271,Marketing Analyst,[],0
JOB00272,Power BI Developer,['Power BI'],1
JOB00273,Full Stack Developer,[],0
JOB00274,Database Administrator,[],0
JOB00275,Python Developer,[],0
JOB00276,QA Engineer,[],0
JOB00277,Data Engineer,[],0
JOB00278,Business Analyst,[],0
JOB00279,Business Analyst,[],0
JOB00280,Data Engineer,[],0
JOB00281,Software Engineer,[],0
JOB00282,Database Administrator,[],0
JOB00283,Full Stack Developer,[],0
JOB00284,DevOps Engineer,[],0
JOB00285,DevOps Engineer,[],0
JOB00286,DevOps Engineer,[],0
JOB00287,Financial Analyst,[],0
JOB00288,Full Stack Developer,[],0
JOB00289,Business Analyst,[],0
JOB00290,Data Analyst,[],0
JOB00291,DevOps Engineer,[],0
JOB00292,Python Developer,[],0
JOB00293,DevOps Engineer,[],0
JOB00294,HR Analyst,[],0
JOB00295,Machine Learning Engineer,[],0
JOB00296,Data Analyst,[],0
JOB00297,Data Engineer,[],0
JOB00298,Financial Analyst,[],0
JOB00299,HR Analyst,[],0
JOB00300,Web Developer,[],0
JOB00301,Marketing Analyst,[],0
JOB00302,Web Developer,[],0
JOB00303,Product Analyst,[],0
JOB00304,Marketing Analyst,[],0
JOB00305,QA Engineer,[],0
JOB00306,QA Engineer,[],0
JOB00307,Marketing Analyst,[],0
JOB00308,Data Analyst,[],0
JOB00309,Business Analyst,[],0
JOB00310,Business Analyst,[],0
JOB00311,HR Analyst,['HR Analytics'],1
JOB00312,Machine Learning Engineer,[],0
JOB00313,Data Analyst,[],0
JOB00314,Web Developer,[],0
JOB00315,Business Analyst,[],0
JOB00316,Full Stack Developer,[],0
JOB00317,Power BI Developer,[],0
JOB00318,Web Developer,[],0
JOB00319,Software Engineer,[],0
JOB00320,Data Engineer,[],0
JOB00321,Data Engineer,[],0
JOB00322,Web Developer,[],0
JOB00323,Data Engineer,[],0
JOB00324,Database Administrator,[],0
JOB00325,Business Analyst,[],0
JOB00326,QA Engineer,[],0
JOB00327,SQL Developer,[],0
JOB00328,Power BI Developer,[],0
JOB00329,DevOps Engineer,[],0
JOB00330,Database Administrator,[],0
JOB00331,Software Engineer,[],0
JOB00332,SQL Developer,[],0
JOB00333,Cloud Engineer,[],0
JOB00334,Python Developer,[],0
JOB00335,Marketing Analyst,[],0
JOB00336,Software Engineer,[],0
JOB00337,BI Analyst,[],0
JOB00338,Product Analyst,[],0
JOB00339,Data Analyst,[],0
JOB00340,Web Developer,[],0
JOB00341,Data Scientist,[],0
JOB00342,DevOps Engineer,[],0
JOB00343,Product Analyst,[],0
JOB00344,Data Engineer,[],0
JOB00345,QA Engineer,[],0
JOB00346,Python Developer,[],0
JOB00347,Data Scientist,[],0
JOB00348,Power BI Developer,[],0
JOB00349,Data Engineer,[],0
JOB00350,Cloud Engineer,[],0
JOB00351,QA Engineer,[],0
JOB00352,Data Scientist,[],0
JOB00353,Database Administrator,[],0
JOB00354,Cloud Engineer,[],0
JOB00355,Machine Learning Engineer,[],0
JOB00356,Power BI Developer,[],0
JOB00357,QA Engineer,[],0
JOB00358,Cloud Engineer,[],0
JOB00359,DevOps Engineer,[],0
JOB00360,Full Stack Developer,[],0
JOB00361,Power BI Developer,[],0
JOB00362,Data Engineer,[],0
JOB00363,Python Developer,[],0
JOB00364,Database Administrator,[],0
JOB00365,QA Engineer,[],0
JOB00366,HR Analyst,[],0
JOB00367,Web Developer,[],0
JOB00368,HR Analyst,[],0
JOB00369,BI Analyst,[],0
JOB00370,Python Developer,[],0
JOB00371,Machine Learning Engineer,[],0
JOB00372,Power BI Developer,[],0
JOB00373,Financial Analyst,[],0
JOB00374,BI Analyst,[],0
JOB00375,Machine Learning Engineer,[],0
JOB00376,Machine Learning Engineer,[],0
JOB00377,Web Developer,[],0
JOB00378,HR Analyst,[],0
JOB00379,Power BI Developer,[],0
JOB00380,Power BI Developer,[],0
JOB00381,QA Engineer,[],0
JOB00382,HR Analyst,[],0
JOB00383,Full Stack Developer,[],0
JOB00384,DevOps Engineer,[],0
JOB00385,Web Developer,[],0
JOB00386,Data Engineer,[],0
JOB00387,Product Analyst,[],0
JOB00388,Database Administrator,[],0
JOB00389,SQL Developer,[],0
JOB00390,Data Engineer,[],0
JOB00391,Business Analyst,[],0
JOB00392,Product Analyst,[],0
JOB00393,Product Analyst,[],0
JOB00394,Web Developer,[],0
JOB00395,HR Analyst,[],0
JOB00396,Python Developer,[],0
JOB00397,Product Analyst,[],0
JOB00398,DevOps Engineer,[],0
JOB00399,Business Analyst,[],0
JOB00400,Database Administrator,[],0
JOB00401,Data Engineer,[],0
JOB00402,BI Analyst,[],0
JOB00403,HR Analyst,[],0
JOB00404,SQL Developer,['Oracle'],1
JOB00405,QA Engineer,[],0
JOB00406,HR Analyst,[],0
JOB00407,SQL Developer,[],0
JOB00408,Cloud Engineer,[],0
JOB00409,Web Developer,[],0
JOB00410,Financial Analyst,[],0
JOB00411,Database Administrator,[],0
JOB00412,Web Developer,[],0
JOB00413,Software Engineer,[],0
JOB00414,Full Stack Developer,[],0
JOB00415,Data Engineer,[],0
JOB00416,Machine Learning Engineer,[],0
JOB00417,Web Developer,[],0
JOB00418,DevOps Engineer,[],0
JOB00419,DevOps Engineer,[],0
JOB00420,Financial Analyst,[],0
JOB00421,Power BI Developer,[],0
JOB00422,Data Analyst,[],0
JOB00423,Power BI Developer,[],0
JOB00424,Data Scientist,[],0
JOB00425,Data Scientist,[],0
JOB00426,DevOps Engineer,[],0
JOB00427,Machine Learning Engineer,[],0
JOB00428,Machine Learning Engineer,[],0
JOB00429,BI Analyst,[],0
JOB00430,Machine Learning Engineer,[],0
JOB00431,Financial Analyst,[],0
JOB00432,BI Analyst,[],0
JOB00433,Business Analyst,[],0
JOB00434,Python Developer,[],0
JOB00435,Database Administrator,[],0
JOB00436,Python Developer,[],0
JOB00437,DevOps Engineer,[],0
JOB00438,SQL Developer,[],0
JOB00439,QA Engineer,[],0
JOB00440,Data Engineer,[],0
JOB00441,Power BI Developer,[],0
JOB00442,Business Analyst,[],0
JOB00443,BI Analyst,[],0
JOB00444,Power BI Developer,[],0
JOB00445,Web Developer,[],0
JOB00446,Cloud Engineer,[],0
JOB00447,Python Developer,[],0
JOB00448,SQL Developer,[],0
JOB00449,DevOps Engineer,[],0
JOB00450,BI Analyst,[],0
JOB00451,Data Analyst,[],0
JOB00452,Machine Learning Engineer,[],0
JOB00453,Power BI Developer,['Power BI'],1
JOB00454,Data Scientist,[],0
JOB00455,Business Analyst,[],0
JOB00456,Financial Analyst,[],0
JOB00457,Cloud Engineer,[],0
JOB00458,Financial Analyst,[],0
JOB00459,Power BI Developer,[],0
JOB00460,Power BI Developer,['Power BI'],1
JOB00461,Power BI Developer,[],0
JOB00462,Business Analyst,[],0
JOB00463,Web Developer,[],0
JOB00464,BI Analyst,[],0
JOB00465,QA Engineer,[],0
JOB00466,Financial Analyst,[],0
JOB00467,Web Developer,[],0
JOB00468,Full Stack Developer,[],0
JOB00469,Data Analyst,[],0
JOB00470,Power BI Developer,[],0
JOB00471,Data Engineer,[],0
JOB00472,Power BI Developer,[],0
JOB00473,QA Engineer,[],0
JOB00474,Full Stack Developer,[],0
JOB00475,Data Scientist,[],0
JOB00476,HR Analyst,[],0
JOB00477,Machine Learning Engineer,[],0
JOB00478,Financial Analyst,[],0
JOB00479,Python Developer,[],0
JOB00480,Machine Learning Engineer,[],0
JOB00481,Product Analyst,[],0
JOB00482,Data Engineer,[],0
JOB00483,SQL Developer,[],0
JOB00484,DevOps Engineer,[],0
JOB00485,BI Analyst,[],0
JOB00486,Data Analyst,[],0
JOB00487,Power BI Developer,[],0
JOB00488,Power BI Developer,['Power BI'],1
JOB00489,Cloud Engineer,[],0
JOB00490,Data Scientist,[],0
JOB00491,Power BI Developer,[],0
JOB00492,Financial Analyst,[],0
JOB00493,Machine Learning Engineer,[],0
JOB00494,Data Engineer,[],0
JOB00495,Database Administrator,[],0
JOB00496,Cloud Engineer,[],0
JOB00497,Software Engineer,[],0
JOB00498,DevOps Engineer,[],0
JOB00499,QA Engineer,[],0
JOB00500,Full Stack Developer,[],0
JOB00501,Business Analyst,[],0
JOB00502,DevOps Engineer,[],0
JOB00503,DevOps Engineer,[],0
JOB00504,SQL Developer,[],0
JOB00505,Business Analyst,[],0
JOB00506,Software Engineer,[],0
JOB00507,Business Analyst,[],0
JOB00508,Cloud Engineer,[],0
JOB00509,Data Analyst,[],0
JOB00510,QA Engineer,[],0
JOB00511,DevOps Engineer,[],0
JOB00512,SQL Developer,[],0
JOB00513,Financial Analyst,[],0
JOB00514,Full Stack Developer,[],0
JOB00515,Cloud Engineer,[],0
JOB00516,Data Analyst,[],0
JOB00517,Financial Analyst,[],0
JOB00518,DevOps Engineer,[],0
JOB00519,Database Administrator,[],0
JOB00520,Data Engineer,[],0
JOB00521,Product Analyst,['Oracle'],1
JOB00522,DevOps Engineer,[],0
JOB00523,Database Administrator,[],0
JOB00524,BI Analyst,[],0
JOB00525,QA Engineer,[],0
JOB00526,Power BI Developer,[],0
JOB00527,Database Administrator,[],0
JOB00528,Data Scientist,[],0
JOB00529,Cloud Engineer,[],0
JOB00530,Software Engineer,[],0
JOB00531,Data Analyst,[],0
JOB00532,Marketing Analyst,[],0
JOB00533,DevOps Engineer,[],0
JOB00534,Business Analyst,[],0
JOB00535,Database Administrator,['Oracle'],1
JOB00536,Web Developer,[],0
JOB00537,Business Analyst,[],0
JOB00538,Machine Learning Engineer,[],0
JOB00539,Product Analyst,[],0
JOB00540,Machine Learning Engineer,[],0
JOB00541,Marketing Analyst,[],0
JOB00542,Full Stack Developer,[],0
JOB00543,DevOps Engineer,[],0
JOB00544,Database Administrator,[],0
JOB00545,Software Engineer,[],0
JOB00546,HR Analyst,[],0
JOB00547,DevOps Engineer,[],0
JOB00548,Data Analyst,[],0
JOB00549,Data Scientist,[],0
JOB00550,HR Analyst,[],0
JOB00551,Machine Learning Engineer,[],0
JOB00552,QA Engineer,[],0
JOB00553,Software Engineer,[],0
JOB00554,Data Scientist,[],0
JOB00555,Marketing Analyst,[],0
JOB00556,Financial Analyst,[],0
JOB00557,Marketing Analyst,[],0
JOB00558,Web Developer,[],0
JOB00559,Power BI Developer,[],0
JOB00560,HR Analyst,[],0
JOB00561,Data Engineer,[],0
JOB00562,Marketing Analyst,[],0
JOB00563,HR Analyst,[],0
JOB00564,HR Analyst,[],0
JOB00565,Product Analyst,[],0
JOB00566,Data Engineer,[],0
JOB00567,SQL Developer,[],0
JOB00568,Business Analyst,[],0
JOB00569,Marketing Analyst,[],0
JOB00570,QA Engineer,[],0
JOB00571,Marketing Analyst,[],0
JOB00572,Database Administrator,[],0
JOB00573,Product Analyst,[],0
JOB00574,Full Stack Developer,[],0
JOB00575,Marketing Analyst,[],0
JOB00576,QA Engineer,[],0
JOB00577,Marketing Analyst,[],0
JOB00578,SQL Developer,[],0
JOB00579,DevOps Engineer,[],0
JOB00580,Full Stack Developer,[],0
JOB00581,Business Analyst,[],0
JOB00582,Data Analyst,[],0
JOB00583,QA Engineer,[],0
JOB00584,Python Developer,[],0
JOB00585,Data Engineer,[],0
JOB00586,Data Analyst,[],0
JOB00587,Full Stack Developer,[],0
JOB00588,Marketing Analyst,[],0
JOB00589,Data Scientist,[],0
JOB00590,DevOps Engineer,[],0
JOB00591,Machine Learning Engineer,[],0
JOB00592,Power BI Developer,[],0
JOB00593,Marketing Analyst,[],0
JOB00594,Database Administrator,[],0
JOB00595,SQL Developer,[],0
JOB00596,Data Scientist,[],0
JOB00597,Data Scientist,[],0
JOB00598,Cloud Engineer,[],0
JOB00599,Data Analyst,[],0
JOB00600,QA Engineer,[],0
JOB00601,Full Stack Developer,[],0
JOB00602,Financial Analyst,[],0
JOB00603,Software Engineer,[],0
JOB00604,Data Analyst,[],0
JOB00605,BI Analyst,[],0
JOB00606,Full Stack Developer,[],0
JOB00607,Product Analyst,[],0
JOB00608,Database Administrator,[],0
JOB00609,SQL Developer,[],0
JOB00610,QA Engineer,[],0
JOB00611,Web Developer,[],0
JOB00612,Financial Analyst,[],0
JOB00613,Python Developer,[],0
JOB00614,Data Scientist,[],0
JOB00615,QA Engineer,[],0
JOB00616,Software Engineer,[],0
JOB00617,Marketing Analyst,[],0
JOB00618,Full Stack Developer,[],0
JOB00619,QA Engineer,[],0
JOB00620,Web Developer,[],0
JOB00621,SQL Developer,[],0
JOB00622,Business Analyst,[],0
JOB00623,QA Engineer,[],0
JOB00624,Marketing Analyst,[],0
JOB00625,Financial Analyst,[],0
JOB00626,Web Developer,[],0
JOB00627,BI Analyst,[],0
JOB00628,Machine Learning Engineer,[],0
JOB00629,Data Engineer,[],0
JOB00630,QA Engineer,[],0
JOB00631,Full Stack Developer,[],0
JOB00632,HR Analyst,[],0
JOB00633,QA Engineer,[],0
JOB00634,HR Analyst,[],0
JOB00635,Machine Learning Engineer,[],0
JOB00636,Python Developer,[],0
JOB00637,Data Scientist,[],0
JOB00638,Marketing Analyst,[],0
JOB00639,Power BI Developer,['Power BI'],1
JOB00640,Financial Analyst,[],0
JOB00641,Data Analyst,[],0
JOB00642,Database Administrator,[],0
JOB00643,Cloud Engineer,[],0
JOB00644,SQL Developer,[],0
JOB00645,Cloud Engineer,[],0
JOB00646,Machine Learning Engineer,[],0
JOB00647,Database Administrator,[],0
JOB00648,Data Scientist,[],0
JOB00649,Web Developer,[],0
JOB00650,Full Stack Developer,[],0
JOB00651,SQL Developer,[],0
JOB00652,Business Analyst,[],0
JOB00653,BI Analyst,[],0
JOB00654,Data Scientist,[],0
JOB00655,Web Developer,[],0
JOB00656,Data Engineer,[],0
JOB00657,Marketing Analyst,[],0
JOB00658,Power BI Developer,[],0
JOB00659,QA Engineer,[],0
JOB00660,Web Developer,[],0
JOB00661,Web Developer,[],0
JOB00662,Financial Analyst,[],0
JOB00663,Financial Analyst,[],0
JOB00664,Web Developer,[],0
JOB00665,Full Stack Developer,[],0
JOB00666,Financial Analyst,[],0
JOB00667,Power BI Developer,[],0
JOB00668,Financial Analyst,[],0
JOB00669,HR Analyst,[],0
JOB00670,Data Analyst,[],0
JOB00671,Python Developer,[],0
JOB00672,BI Analyst,[],0
JOB00673,BI Analyst,[],0
JOB00674,Machine Learning Engineer,[],0
JOB00675,Software Engineer,[],0
JOB00676,Marketing Analyst,[],0
JOB00677,Power BI Developer,[],0
JOB00678,Machine Learning Engineer,[],0
JOB00679,BI Analyst,[],0
JOB00680,DevOps Engineer,[],0
JOB00681,Full Stack Developer,[],0
JOB00682,Data Scientist,[],0
JOB00683,Cloud Engineer,[],0
JOB00684,Data Engineer,[],0
JOB00685,Data Scientist,[],0
JOB00686,Product Analyst,[],0
JOB00687,Full Stack Developer,[],0
JOB00688,HR Analyst,['HR Analytics'],1
JOB00689,Database Administrator,['Oracle'],1
JOB00690,QA Engineer,[],0
JOB00691,Product Analyst,[],0
JOB00692,Cloud Engineer,[],0
JOB00693,Financial Analyst,[],0
JOB00694,DevOps Engineer,[],0
JOB00695,Product Analyst,[],0
JOB00696,Cloud Engineer,[],0
JOB00697,Data Engineer,[],0
JOB00698,HR Analyst,[],0
JOB00699,Data Analyst,[],0
JOB00700,Cloud Engineer,[],0
JOB00701,Software Engineer,[],0
JOB00702,BI Analyst,[],0
JOB00703,Cloud Engineer,[],0
JOB00704,Power BI Developer,[],0
JOB00705,SQL Developer,[],0
JOB00706,DevOps Engineer,[],0
JOB00707,DevOps Engineer,[],0
JOB00708,Data Engineer,[],0
JOB00709,Data Analyst,[],0
JOB00710,Web Developer,[],0
JOB00711,Business Analyst,[],0
JOB00712,Web Developer,[],0
JOB00713,BI Analyst,[],0
JOB00714,Product Analyst,['Oracle'],1
JOB00715,Cloud Engineer,[],0
JOB00716,HR Analyst,[],0
JOB00717,Marketing Analyst,[],0
JOB00718,Database Administrator,[],0
JOB00719,Product Analyst,[],0
JOB00720,Machine Learning Engineer,[],0
JOB00721,SQL Developer,[],0
JOB00722,Financial Analyst,[],0
JOB00723,Full Stack Developer,[],0
JOB00724,Business Analyst,[],0
JOB00725,Marketing Analyst,[],0
JOB00726,Machine Learning Engineer,[],0
JOB00727,QA Engineer,[],0
JOB00728,HR Analyst,['HR Analytics'],1
JOB00729,Marketing Analyst,[],0
JOB00730,Product Analyst,[],0
JOB00731,Full Stack Developer,[],0
JOB00732,BI Analyst,[],0
JOB00733,Marketing Analyst,[],0
JOB00734,Database Administrator,[],0
JOB00735,HR Analyst,[],0
JOB00736,Web Developer,[],0
JOB00737,Data Scientist,[],0
JOB00738,Full Stack Developer,[],0
JOB00739,BI Analyst,[],0
JOB00740,Business Analyst,[],0
JOB00741,Software Engineer,[],0
JOB00742,DevOps Engineer,[],0
JOB00743,Product Analyst,[],0
JOB00744,Software Engineer,[],0
JOB00745,Product Analyst,[],0
JOB00746,Data Engineer,[],0
JOB00747,Data Engineer,[],0
JOB00748,DevOps Engineer,[],0
JOB00749,Web Developer,[],0
JOB00750,Web Developer,[],0
JOB00751,DevOps Engineer,[],0
JOB00752,SQL Developer,[],0
JOB00753,Data Analyst,[],0
JOB00754,DevOps Engineer,[],0
JOB00755,Data Scientist,[],0
JOB00756,DevOps Engineer,[],0
JOB00757,Full Stack Developer,[],0
JOB00758,Business Analyst,[],0
JOB00759,Python Developer,[],0
JOB00760,Business Analyst,[],0
JOB00761,Database Administrator,[],0
JOB00762,Data Engineer,[],0
JOB00763,HR Analyst,['HR Analytics'],1
JOB00764,Software Engineer,[],0
JOB00765,Database Administrator,[],0
JOB00766,Software Engineer,[],0
JOB00767,Cloud Engineer,[],0
JOB00768,Full Stack Developer,[],0
JOB00769,Web Developer,[],0
JOB00770,BI Analyst,[],0
JOB00771,SQL Developer,[],0
JOB00772,SQL Developer,[],0
JOB00773,HR Analyst,[],0
JOB00774,Power BI Developer,[],0
JOB00775,HR Analyst,['HR Analytics'],1
JOB00776,Product Analyst,[],0
JOB00777,DevOps Engineer,[],0
JOB00778,Marketing Analyst,[],0
JOB00779,Power BI Developer,[],0
JOB00780,HR Analyst,[],0
JOB00781,Data Scientist,[],0
JOB00782,Marketing Analyst,[],0
JOB00783,Database Administrator,[],0
