job_id,job_title,skill,job_title_dup,skill_category
JOB00006,Machine Learning Engineer,Scikit-learn,Machine Learning Engineer,Machine Learning
JOB00006,Machine Learning Engineer,TensorFlow,Machine Learning Engineer,Machine Learning
JOB00007,Product Analyst,Excel,Product Analyst,Data Analytics
JOB00007,Product Analyst,Product Analytics,Product Analyst,Data Analytics
JOB00007,Product Analyst,Python,Product Analyst,Programming
JOB00007,Product Analyst,SQL,Product Analyst,Database
JOB00008,QA Engineer,Automation Testing,QA Engineer,Software Engineering
JOB00008,QA Engineer,Java,QA Engineer,Programming
JOB00008,QA Engineer,Python,QA Engineer,Programming
JOB00008,QA Engineer,SQL,QA Engineer,Database
JOB00008,QA Engineer,Selenium,QA Engineer,Software Engineering
JOB00009,Web Developer,CSS,Web Developer,Programming
JOB00009,Web Developer,Git,Web Developer,DevOps
JOB00009,Web Developer,HTML,Web Developer,Programming
JOB00009,Web Developer,Java,Web Developer,Programming
JOB00009,Web Developer,JavaScript,Web Developer,Programming
JOB00009,Web Developer,Machine Learning,Web Developer,Machine Learning
JOB00009,Web Developer,React,Web Developer,Programming
JOB00010,BI Analyst,DAX,BI Analyst,Data Analytics
JOB00010,BI Analyst,Data Visualization,BI Analyst,Data Analytics
JOB00010,BI Analyst,Excel,BI Analyst,Data Analytics
JOB00010,BI Analyst,Power BI,BI Analyst,Data Analytics
JOB00010,BI Analyst,SQL,BI Analyst,Database
JOB00011,Product Analyst,Excel,Product Analyst,Data Analytics
JOB00011,Product Analyst,Product Analytics,Product Analyst,Data Analytics
JOB00011,Product Analyst,Python,Product Analyst,Programming
JOB00011,Product Analyst,SQL,Product Analyst,Database
JOB00012,Database Administrator,Database,Database Administrator,Database
JOB00012,Database Administrator,Database Administration,Database Administrator,Database
JOB00012,Database Administrator,MySQL,Database Administrator,Database
JOB00012,Database Administrator,Oracle,Database Administrator,Database
JOB00012,Database Administrator,PostgreSQL,Database Administrator,Database
JOB00012,Database Administrator,SQL,Database Administrator,Database
JOB00013,SQL Developer,Database,SQL Developer,Database
JOB00013,SQL Developer,ETL,SQL Developer,Data Engineering
JOB00013,SQL Developer,MySQL,SQL Developer,Database
JOB00013,SQL Developer,PostgreSQL,SQL Developer,Database
JOB00013,SQL Developer,SQL,SQL Developer,Database
JOB00014,Software Engineer,Git,Software Engineer,DevOps
JOB00014,Software Engineer,Java,Software Engineer,Programming
JOB00014,Software Engineer,Python,Software Engineer,Programming
JOB00014,Software Engineer,REST API,Software Engineer,Software Engineering
JOB00014,Software Engineer,SQL,Software Engineer,Database
JOB00015,QA Engineer,Automation Testing,QA Engineer,Software Engineering
JOB00015,QA Engineer,Java,QA Engineer,Programming
JOB00015,QA Engineer,Python,QA Engineer,Programming
JOB00015,QA Engineer,SQL,QA Engineer,Database
JOB00015,QA Engineer,Selenium,QA Engineer,Software Engineering
JOB00016,Machine Learning Engineer,Docker,Machine Learning Engineer,DevOps
JOB00016,Machine Learning Engineer,Machine Learning,Machine Learning Engineer,Machine Learning
JOB00016,Machine Learning Engineer,Python,Machine Learning Engineer,Programming
JOB00016,Machine Learning Engineer,Scikit-learn,Machine Learning Engineer,Machine Learning
JOB00016,Machine Learning Engineer,TensorFlow,Machine Learning Engineer,Machine Learning
JOB00017,Power BI Developer,DAX,Power BI Developer,Data Analytics
JOB00017,Power BI Developer,Excel,Power BI Developer,Data Analytics
JOB00017,Power BI Developer,Power BI,Power BI Developer,Data Analytics
JOB00017,Power BI Developer,Power Query,Power BI Developer,Data Analytics
JOB00017,Power BI Developer,SQL,Power BI Developer,Database
JOB00018,Machine Learning Engineer,Docker,Machine Learning Engineer,DevOps
JOB00018,Machine Learning Engineer,Machine Learning,Machine Learning Engineer,Machine Learning
JOB00018,Machine Learning Engineer,Python,Machine Learning Engineer,Programming
JOB00018,Machine Learning Engineer,Scikit-learn,Machine Learning Engineer,Machine Learning
JOB00018,Machine Learning Engineer,TensorFlow,Machine Learning Engineer,Machine Learning
JOB00019,Data Engineer,AWS,Data Engineer,Cloud
JOB00019,Data Engineer,ETL,Data Engineer,Data Engineering
JOB00019,Data Engineer,Python,Data Engineer,Programming
JOB00019,Data Engineer,SQL,Data Engineer,Database
JOB00019,Data Engineer,Spark,Data Engineer,Machine Learning
JOB00020,Marketing Analyst,Excel,Marketing Analyst,Data Analytics
JOB00020,Marketing Analyst,Marketing Analytics,Marketing Analyst,Data Analytics
JOB00020,Marketing Analyst,Power BI,Marketing Analyst,Data Analytics
JOB00020,Marketing Analyst,Python,Marketing Analyst,Programming
JOB00020,Marketing Analyst,SQL,Marketing Analyst,Database
JOB00021,Python Developer,Django,Python Developer,Programming
JOB00021,Python Developer,Flask,Python Developer,Programming
JOB00021,Python Developer,Git,Python Developer,DevOps
JOB00021,Python Developer,Python,Python Developer,Programming
JOB00021,Python Developer,SQL,Python Developer,Database
JOB00022,Machine Learning Engineer,Docker,Machine Learning Engineer,DevOps
JOB00022,Machine Learning Engineer,Machine Learning,Machine Learning Engineer,Machine Learning
JOB00022,Machine Learning Engineer,Python,Machine Learning Engineer,Programming
JOB00022,Machine Learning Engineer,Scikit-learn,Machine Learning Engineer,Machine Learning
JOB00022,Machine Learning Engineer,TensorFlow,Machine Learning Engineer,Machine Learning
JOB00023,Data Scientist,Machine Learning,Data Scientist,Machine Learning
JOB00023,Data Scientist,Oracle,Data Scientist,Database
JOB00023,Data Scientist,Pandas,Data Scientist,Machine Learning
JOB00023,Data Scientist,Python,Data Scientist,Programming
JOB00023,Data Scientist,SQL,Data Scientist,Database
JOB00023,Data Scientist,Statistics,Data Scientist,Data Analytics
JOB00024,Product Analyst,Excel,Product Analyst,Data Analytics
JOB00024,Product Analyst,Product Analytics,Product Analyst,Data Analytics
JOB00024,Product Analyst,Python,Product Analyst,Programming
JOB00024,Product Analyst,SQL,Product Analyst,Database
JOB00025,DevOps Engineer,AWS,DevOps Engineer,Cloud
JOB00025,DevOps Engineer,Docker,DevOps Engineer,DevOps
JOB00025,DevOps Engineer,Jenkins,DevOps Engineer,DevOps
JOB00025,DevOps Engineer,Kubernetes,DevOps Engineer,DevOps
JOB00025,DevOps Engineer,Linux,DevOps Engineer,DevOps
JOB00026,Web Developer,CSS,Web Developer,Programming
JOB00026,Web Developer,Cloud Computing,Web Developer,Cloud
JOB00026,Web Developer,Git,Web Developer,DevOps
JOB00026,Web Developer,HTML,Web Developer,Programming
JOB00026,Web Developer,Java,Web Developer,Programming
JOB00026,Web Developer,JavaScript,Web Developer,Programming
JOB00026,Web Developer,Machine Learning,Web Developer,Machine Learning
JOB00026,Web Developer,React,Web Developer,Programming
JOB00027,Data Analyst,Cloud Computing,Data Analyst,Cloud
JOB00027,Data Analyst,Excel,Data Analyst,Data Analytics
JOB00027,Data Analyst,Power BI,Data Analyst,Data Analytics
JOB00027,Data Analyst,Python,Data Analyst,Programming
JOB00027,Data Analyst,SQL,Data Analyst,Database
JOB00027,Data Analyst,Tableau,Data Analyst,Data Analytics
JOB00028,Data Scientist,Machine Learning,Data Scientist,Machine Learning
JOB00028,Data Scientist,Pandas,Data Scientist,Machine Learning
JOB00028,Data Scientist,Python,Data Scientist,Programming
JOB00028,Data Scientist,SQL,Data Scientist,Database
JOB00028,Data Scientist,Statistics,Data Scientist,Data Analytics
JOB00029,QA Engineer,Automation Testing,QA Engineer,Software Engineering
JOB00029,QA Engineer,Java,QA Engineer,Programming
JOB00029,QA Engineer,Python,QA Engineer,Programming
JOB00029,QA Engineer,SQL,QA Engineer,Database
JOB00029,QA Engineer,Selenium,QA Engineer,Software Engineering
JOB00030,Machine Learning Engineer,Docker,Machine Learning Engineer,DevOps
JOB00030,Machine Learning Engineer,Machine Learning,Machine Learning Engineer,Machine Learning
JOB00030,Machine Learning Engineer,Python,Machine Learning Engineer,Programming
JOB00030,Machine Learning Engineer,Scikit-learn,Machine Learning Engineer,Machine Learning
JOB00030,Machine Learning Engineer,TensorFlow,Machine Learning Engineer,Machine Learning
JOB00031,Machine Learning Engineer,Docker,Machine Learning Engineer,DevOps
JOB00031,Machine Learning Engineer,Machine Learning,Machine Learning Engineer,Machine Learning
JOB00031,Machine Learning Engineer,Python,Machine Learning Engineer,Programming
JOB00031,Machine Learning Engineer,Scikit-learn,Machine Learning Engineer,Machine Learning
JOB00031,Machine Learning Engineer,TensorFlow,Machine Learning Engineer,Machine Learning
JOB00032,Product Analyst,Excel,Product Analyst,Data Analytics
JOB00032,Product Analyst,Product Analytics,Product Analyst,Data Analytics
JOB00032,Product Analyst,Python,Product Analyst,Programming
JOB00032,Product Analyst,SQL,Product Analyst,Database
JOB00033,Data Scientist,Machine Learning,Data Scientist,Machine Learning
JOB00033,Data Scientist,Pandas,Data Scientist,Machine Learning
JOB00033,Data Scientist,Python,Data Scientist,Programming
JOB00033,Data Scientist,SQL,Data Scientist,Database
JOB00033,Data Scientist,Statistics,Data Scientist,Data Analytics
JOB00034,Data Scientist,Machine Learning,Data Scientist,Machine Learning
JOB00034,Data Scientist,Pandas,Data Scientist,Machine Learning
JOB00034,Data Scientist,Python,Data Scientist,Programming
JOB00034,Data Scientist,SQL,Data Scientist,Database
JOB00034,Data Scientist,Statistics,Data Scientist,Data Analytics
JOB00035,Business Analyst,Business Analysis,Business Analyst,Business
JOB00035,Business Analyst,Excel,Business Analyst,Data Analytics
JOB00035,Business Analyst,Power BI,Business Analyst,Data Analytics
JOB00035,Business Analyst,Requirements Gathering,Business Analyst,Business
JOB00035,Business Analyst,SQL,Business Analyst,Database
JOB00036,Data Engineer,AWS,Data Engineer,Cloud
JOB00036,Data Engineer,ETL,Data Engineer,Data Engineering
JOB00036,Data Engineer,Python,Data Engineer,Programming
JOB00036,Data Engineer,SQL,Data Engineer,Database
JOB00036,Data Engineer,Spark,Data Engineer,Machine Learning
JOB00037,Business Analyst,Business Analysis,Business Analyst,Business
JOB00037,Business Analyst,Excel,Business Analyst,Data Analytics
JOB00037,Business Analyst,Power BI,Business Analyst,Data Analytics
JOB00037,Business Analyst,Requirements Gathering,Business Analyst,Business
JOB00037,Business Analyst,SQL,Business Analyst,Database
JOB00038,QA Engineer,Automation Testing,QA Engineer,Software Engineering
JOB00038,QA Engineer,Java,QA Engineer,Programming
JOB00038,QA Engineer,Oracle,QA Engineer,Database
JOB00038,QA Engineer,Python,QA Engineer,Programming
JOB00038,QA Engineer,SQL,QA Engineer,Database
JOB00038,QA Engineer,Selenium,QA Engineer,Software Engineering
JOB00039,Python Developer,Cloud Computing,Python Developer,Cloud
JOB00039,Python Developer,Django,Python Developer,Programming
JOB00039,Python Developer,Flask,Python Developer,Programming
JOB00039,Python Developer,Git,Python Developer,DevOps
JOB00039,Python Developer,Python,Python Developer,Programming
JOB00039,Python Developer,SQL,Python Developer,Database
JOB00040,QA Engineer,Automation Testing,QA Engineer,Software Engineering
JOB00040,QA Engineer,Java,QA Engineer,Programming
JOB00040,QA Engineer,Python,QA Engineer,Programming
JOB00040,QA Engineer,SQL,QA Engineer,Database
JOB00040,QA Engineer,Selenium,QA Engineer,Software Engineering
JOB00041,Cloud Engineer,AWS,Cloud Engineer,Cloud
JOB00041,Cloud Engineer,Azure,Cloud Engineer,Cloud
JOB00041,Cloud Engineer,Cloud Computing,Cloud Engineer,Cloud
JOB00041,Cloud Engineer,Docker,Cloud Engineer,DevOps
JOB00041,Cloud Engineer,Linux,Cloud Engineer,DevOps
JOB00042,DevOps Engineer,AWS,DevOps Engineer,Cloud
JOB00042,DevOps Engineer,Docker,DevOps Engineer,DevOps
JOB00042,DevOps Engineer,Jenkins,DevOps Engineer,DevOps
JOB00042,DevOps Engineer,Kubernetes,DevOps Engineer,DevOps
JOB00042,DevOps Engineer,Linux,DevOps Engineer,DevOps
JOB00043,Data Scientist,Machine Learning,Data Scientist,Machine Learning
JOB00043,Data Scientist,Pandas,Data Scientist,Machine Learning
JOB00043,Data Scientist,Python,Data Scientist,Programming
JOB00043,Data Scientist,SQL,Data Scientist,Database
JOB00043,Data Scientist,Statistics,Data Scientist,Data Analytics
JOB00044,Web Developer,CSS,Web Developer,Programming
JOB00044,Web Developer,Git,Web Developer,DevOps
JOB00044,Web Developer,HTML,Web Developer,Programming
JOB00044,Web Developer,Java,Web Developer,Programming
JOB00044,Web Developer,JavaScript,Web Developer,Programming
JOB00044,Web Developer,Machine Learning,Web Developer,Machine Learning
JOB00044,Web Developer,React,Web Developer,Programming
JOB00045,Product Analyst,Excel,Product Analyst,Data Analytics
JOB00045,Product Analyst,Product Analytics,Product Analyst,Data Analytics
JOB00045,Product Analyst,Python,Product Analyst,Programming
JOB00045,Product Analyst,SQL,Product Analyst,Database
JOB00046,Product Analyst,Excel,Product Analyst,Data Analytics
JOB00046,Product Analyst,Product Analytics,Product Analyst,Data Analytics
JOB00046,Product Analyst,Python,Product Analyst,Programming
JOB00046,Product Analyst,SQL,Product Analyst,Database
JOB00047,SQL Developer,Database,SQL Developer,Database
JOB00047,SQL Developer,ETL,SQL Developer,Data Engineering
JOB00047,SQL Developer,MySQL,SQL Developer,Database
JOB00047,SQL Developer,PostgreSQL,SQL Developer,Database
JOB00047,SQL Developer,SQL,SQL Developer,Database
JOB00048,Cloud Engineer,AWS,Cloud Engineer,Cloud
JOB00048,Cloud Engineer,Azure,Cloud Engineer,Cloud
JOB00048,Cloud Engineer,Cloud Computing,Cloud Engineer,Cloud
JOB00048,Cloud Engineer,Docker,Cloud Engineer,DevOps
JOB00048,Cloud Engineer,Linux,Cloud Engineer,DevOps
JOB00049,Product Analyst,Excel,Product Analyst,Data Analytics
JOB00049,Product Analyst,Product Analytics,Product Analyst,Data Analytics
JOB00049,Product Analyst,Python,Product Analyst,Programming
JOB00049,Product Analyst,SQL,Product Analyst,Database
JOB00050,Product Analyst,Excel,Product Analyst,Data Analytics
JOB00050,Product Analyst,Product Analytics,Product Analyst,Data Analytics
JOB00050,Product Analyst,Python,Product Analyst,Programming
JOB00050,Product Analyst,SQL,Product Analyst,Database
JOB00051,Business Analyst,Business Analysis,Business Analyst,Business
JOB00051,Business Analyst,Excel,Business Analyst,Data Analytics
JOB00051,Business Analyst,Power BI,Business Analyst,Data Analytics
JOB00051,Business Analyst,Requirements Gathering,Business Analyst,Business
JOB00051,Business Analyst,SQL,Business Analyst,Database
JOB00052,Machine Learning Engineer,Docker,Machine Learning Engineer,DevOps
JOB00052,Machine Learning Engineer,Machine Learning,Machine Learning Engineer,Machine Learning
JOB00052,Machine Learning Engineer,Python,Machine Learning Engineer,Programming
JOB00052,Machine Learning Engineer,Scikit-learn,Machine Learning Engineer,Machine Learning
JOB00052,Machine Learning Engineer,TensorFlow,Machine Learning Engineer,Machine Learning
JOB00053,Python Developer,Django,Python Developer,Programming
JOB00053,Python Developer,Flask,Python Developer,Programming
JOB00053,Python Developer,Git,Python Developer,DevOps
JOB00053,Python Developer,Python,Python Developer,Programming
JOB00053,Python Developer,SQL,Python Developer,Database
JOB00054,Cloud Engineer,AWS,Cloud Engineer,Cloud
JOB00054,Cloud Engineer,Azure,Cloud Engineer,Cloud
JOB00054,Cloud Engineer,Cloud Computing,Cloud Engineer,Cloud
JOB00054,Cloud Engineer,Docker,Cloud Engineer,DevOps
JOB00054,Cloud Engineer,Linux,Cloud Engineer,DevOps
JOB00055,SQL Developer,Database,SQL Developer,Database
JOB00055,SQL Developer,ETL,SQL Developer,Data Engineering
JOB00055,SQL Developer,MySQL,SQL Developer,Database
JOB00055,SQL Developer,PostgreSQL,SQL Developer,Database
JOB00055,SQL Developer,SQL,SQL Developer,Database
JOB00056,Power BI Developer,DAX,Power BI Developer,Data Analytics
JOB00056,Power BI Developer,Excel,Power BI Developer,Data Analytics
JOB00056,Power BI Developer,Power BI,Power BI Developer,Data Analytics
JOB00056,Power BI Developer,Power Query,Power BI Developer,Data Analytics
JOB00056,Power BI Developer,SQL,Power BI Developer,Database
JOB00057,Product Analyst,Excel,Product Analyst,Data Analytics
JOB00057,Product Analyst,Product Analytics,Product Analyst,Data Analytics
JOB00057,Product Analyst,Python,Product Analyst,Programming
JOB00057,Product Analyst,SQL,Product Analyst,Database
JOB00058,Business Analyst,Business Analysis,Business Analyst,Business
JOB00058,Business Analyst,Excel,Business Analyst,Data Analytics
JOB00058,Business Analyst,Power BI,Business Analyst,Data Analytics
JOB00058,Business Analyst,Requirements Gathering,Business Analyst,Business
JOB00058,Business Analyst,SQL,Business Analyst,Database
JOB00059,Power BI Developer,DAX,Power BI Developer,Data Analytics
JOB00059,Power BI Developer,Excel,Power BI Developer,Data Analytics
JOB00059,Power BI Developer,Power BI,Power BI Developer,Data Analytics
JOB00059,Power BI Developer,Power Query,Power BI Developer,Data Analytics
JOB00059,Power BI Developer,SQL,Power BI Developer,Database
JOB00060,BI Analyst,DAX,BI Analyst,Data Analytics
JOB00060,BI Analyst,Data Visualization,BI Analyst,Data Analytics
JOB00060,BI Analyst,Excel,BI Analyst,Data Analytics
JOB00060,BI Analyst,Power BI,BI Analyst,Data Analytics
JOB00060,BI Analyst,SQL,BI Analyst,Database
JOB00061,DevOps Engineer,AWS,DevOps Engineer,Cloud
JOB00061,DevOps Engineer,Docker,DevOps Engineer,DevOps
JOB00061,DevOps Engineer,Jenkins,DevOps Engineer,DevOps
JOB00061,DevOps Engineer,Kubernetes,DevOps Engineer,DevOps
JOB00061,DevOps Engineer,Linux,DevOps Engineer,DevOps
JOB00062,Product Analyst,Excel,Product Analyst,Data Analytics
JOB00062,Product Analyst,Product Analytics,Product Analyst,Data Analytics
JOB00062,Product Analyst,Python,Product Analyst,Programming
JOB00062,Product Analyst,SQL,Product Analyst,Database
JOB00063,Full Stack Developer,CSS,Full Stack Developer,Programming
JOB00063,Full Stack Developer,HTML,Full Stack Developer,Programming
JOB00063,Full Stack Developer,Java,Full Stack Developer,Programming
JOB00063,Full Stack Developer,JavaScript,Full Stack Developer,Programming
JOB00063,Full Stack Developer,Machine Learning,Full Stack Developer,Machine Learning
JOB00063,Full Stack Developer,Node,Full Stack Developer,Programming
JOB00063,Full Stack Developer,React,Full Stack Developer,Programming
JOB00064,SQL Developer,Database,SQL Developer,Database
JOB00064,SQL Developer,ETL,SQL Developer,Data Engineering
JOB00064,SQL Developer,MySQL,SQL Developer,Database
JOB00064,SQL Developer,PostgreSQL,SQL Developer,Database
JOB00064,SQL Developer,SQL,SQL Developer,Database
JOB00065,HR Analyst,Data Analysis,HR Analyst,Data Analytics
JOB00065,HR Analyst,Excel,HR Analyst,Data Analytics
JOB00065,HR Analyst,HR Analytics,HR Analyst,Data Analytics
JOB00065,HR Analyst,Power BI,HR Analyst,Data Analytics
JOB00065,HR Analyst,SQL,HR Analyst,Database
JOB00066,DevOps Engineer,AWS,DevOps Engineer,Cloud
JOB00066,DevOps Engineer,Docker,DevOps Engineer,DevOps
JOB00066,DevOps Engineer,Jenkins,DevOps Engineer,DevOps
JOB00066,DevOps Engineer,Kubernetes,DevOps Engineer,DevOps
JOB00066,DevOps Engineer,Linux,DevOps Engineer,DevOps
JOB00067,Web Developer,CSS,Web Developer,Programming
JOB00067,Web Developer,Git,Web Developer,DevOps
JOB00067,Web Developer,HTML,Web Developer,Programming
JOB00067,Web Developer,Java,Web Developer,Programming
JOB00067,Web Developer,JavaScript,Web Developer,Programming
JOB00067,Web Developer,Machine Learning,Web Developer,Machine Learning
JOB00067,Web Developer,React,Web Developer,Programming
JOB00068,HR Analyst,Data Analysis,HR Analyst,Data Analytics
JOB00068,HR Analyst,Excel,HR Analyst,Data Analytics
JOB00068,HR Analyst,HR Analytics,HR Analyst,Data Analytics
JOB00068,HR Analyst,Power BI,HR Analyst,Data Analytics
JOB00068,HR Analyst,SQL,HR Analyst,Database
JOB00069,Web Developer,CSS,Web Developer,Programming
JOB00069,Web Developer,Git,Web Developer,DevOps
JOB00069,Web Developer,HTML,Web Developer,Programming
JOB00069,Web Developer,Java,Web Developer,Programming
JOB00069,Web Developer,JavaScript,Web Developer,Programming
JOB00069,Web Developer,Machine Learning,Web Developer,Machine Learning
JOB00069,Web Developer,React,Web Developer,Programming
JOB00070,Marketing Analyst,Excel,Marketing Analyst,Data Analytics
JOB00070,Marketing Analyst,Marketing Analytics,Marketing Analyst,Data Analytics
JOB00070,Marketing Analyst,Power BI,Marketing Analyst,Data Analytics
JOB00070,Marketing Analyst,Python,Marketing Analyst,Programming
JOB00070,Marketing Analyst,SQL,Marketing Analyst,Database
JOB00071,HR Analyst,Data Analysis,HR Analyst,Data Analytics
JOB00071,HR Analyst,Excel,HR Analyst,Data Analytics
JOB00071,HR Analyst,HR Analytics,HR Analyst,Data Analytics
JOB00071,HR Analyst,Power BI,HR Analyst,Data Analytics
JOB00071,HR Analyst,SQL,HR Analyst,Database
JOB00072,Product Analyst,Excel,Product Analyst,Data Analytics
JOB00072,Product Analyst,Product Analytics,Product Analyst,Data Analytics
JOB00072,Product Analyst,Python,Product Analyst,Programming
JOB00072,Product Analyst,SQL,Product Analyst,Database
JOB00073,Web Developer,CSS,Web Developer,Programming
JOB00073,Web Developer,Git,Web Developer,DevOps
JOB00073,Web Developer,HTML,Web Developer,Programming
JOB00073,Web Developer,Java,Web Developer,Programming
JOB00073,Web Developer,JavaScript,Web Developer,Programming
JOB00073,Web Developer,Machine Learning,Web Developer,Machine Learning
JOB00073,Web Developer,React,Web Developer,Programming
JOB00074,Data Scientist,Machine Learning,Data Scientist,Machine Learning
JOB00074,Data Scientist,Pandas,Data Scientist,Machine Learning
JOB00074,Data Scientist,Python,Data Scientist,Programming
JOB00074,Data Scientist,SQL,Data Scientist,Database
JOB00074,Data Scientist,Statistics,Data Scientist,Data Analytics
JOB00075,Software Engineer,Git,Software Engineer,DevOps
JOB00075,Software Engineer,Java,Software Engineer,Programming
JOB00075,Software Engineer,Python,Software Engineer,Programming
JOB00075,Software Engineer,REST API,Software Engineer,Software Engineering
JOB00075,Software Engineer,SQL,Software Engineer,Database
JOB00076,Data Scientist,Machine Learning,Data Scientist,Machine Learning
JOB00076,Data Scientist,Pandas,Data Scientist,Machine Learning
JOB00076,Data Scientist,Python,Data Scientist,Programming
JOB00076,Data Scientist,SQL,Data Scientist,Database
JOB00076,Data Scientist,Statistics,Data Scientist,Data Analytics
JOB00077,SQL Developer,Database,SQL Developer,Database
JOB00077,SQL Developer,ETL,SQL Developer,Data Engineering
JOB00077,SQL Developer,MySQL,SQL Developer,Database
JOB00077,SQL Developer,PostgreSQL,SQL Developer,Database
JOB00077,SQL Developer,SQL,SQL Developer,Database
JOB00078,Financial Analyst,Excel,Financial Analyst,Data Analytics
JOB00078,Financial Analyst,Financial Modeling,Financial Analyst,Business
JOB00078,Financial Analyst,Power BI,Financial Analyst,Data Analytics
JOB00078,Financial Analyst,SQL,Financial Analyst,Database
JOB00078,Financial Analyst,Statistics,Financial Analyst,Data Analytics
JOB00079,Financial Analyst,Excel,Financial Analyst,Data Analytics
JOB00079,Financial Analyst,Financial Modeling,Financial Analyst,Business
JOB00079,Financial Analyst,Power BI,Financial Analyst,Data Analytics
JOB00079,Financial Analyst,SQL,Financial Analyst,Database
JOB00079,Financial Analyst,Statistics,Financial Analyst,Data Analytics
JOB00080,Power BI Developer,DAX,Power BI Developer,Data Analytics
JOB00080,Power BI Developer,Excel,Power BI Developer,Data Analytics
JOB00080,Power BI Developer,Power BI,Power BI Developer,Data Analytics
JOB00080,Power BI Developer,Power Query,Power BI Developer,Data Analytics
JOB00080,Power BI Developer,SQL,Power BI Developer,Database
JOB00081,Data Scientist,Machine Learning,Data Scientist,Machine Learning
JOB00081,Data Scientist,Pandas,Data Scientist,Machine Learning
JOB00081,Data Scientist,Python,Data Scientist,Programming
JOB00081,Data Scientist,SQL,Data Scientist,Database
JOB00081,Data Scientist,Statistics,Data Scientist,Data Analytics
JOB00082,Database Administrator,Database,Database Administrator,Database
JOB00082,Database Administrator,Database Administration,Database Administrator,Database
JOB00082,Database Administrator,MySQL,Database Administrator,Database
JOB00082,Database Administrator,Oracle,Database Administrator,Database
JOB00082,Database Administrator,PostgreSQL,Database Administrator,Database
JOB00082,Database Administrator,SQL,Database Administrator,Database
JOB00083,Cloud Engineer,AWS,Cloud Engineer,Cloud
JOB00083,Cloud Engineer,Azure,Cloud Engineer,Cloud
JOB00083,Cloud Engineer,Cloud Computing,Cloud Engineer,Cloud
JOB00083,Cloud Engineer,Docker,Cloud Engineer,DevOps
JOB00083,Cloud Engineer,Linux,Cloud Engineer,DevOps
JOB00084,Data Scientist,Machine Learning,Data Scientist,Machine Learning
JOB00084,Data Scientist,Pandas,Data Scientist,Machine Learning
JOB00084,Data Scientist,Python,Data Scientist,Programming
JOB00084,Data Scientist,SQL,Data Scientist,Database
JOB00084,Data Scientist,Statistics,Data Scientist,Data Analytics
JOB00085,Web Developer,CSS,Web Developer,Programming
JOB00085,Web Developer,Git,Web Developer,DevOps
JOB00085,Web Developer,HTML,Web Developer,Programming
JOB00085,Web Developer,Java,Web Developer,Programming
JOB00085,Web Developer,JavaScript,Web Developer,Programming
JOB00085,Web Developer,Machine Learning,Web Developer,Machine Learning
JOB00085,Web Developer,React,Web Developer,Programming
JOB00086,BI Analyst,DAX,BI Analyst,Data Analytics
JOB00086,BI Analyst,Data Visualization,BI Analyst,Data Analytics
JOB00086,BI Analyst,Excel,BI Analyst,Data Analytics
JOB00086,BI Analyst,Power BI,BI Analyst,Data Analytics
JOB00086,BI Analyst,SQL,BI Analyst,Database
JOB00087,Machine Learning Engineer,Docker,Machine Learning Engineer,DevOps
JOB00087,Machine Learning Engineer,Machine Learning,Machine Learning Engineer,Machine Learning
JOB00087,Machine Learning Engineer,Python,Machine Learning Engineer,Programming
JOB00087,Machine Learning Engineer,Scikit-learn,Machine Learning Engineer,Machine Learning
